neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review,distance_to_city_center
Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,1.22,3,279,23,4.680331924277369
Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,1.77,2,15,16,4.618399459790753
Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,3.19,6,340,7,10.94689245655538
Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,4.5,1,226,15,8.985252079375348
Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,0.46,2,365,54,8.406364327573893
Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,0.09,2,0,1044,5.340313810920913
Bronx,Clason Point,40.81309,-73.85514,Private room,90,2,0,0.0,7,349,3025,16.92017435541761
Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,0.5,13,365,12,23.529103200301307
Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,2.39,2,11,14,6.297037705122177
Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,143,1.38,2,316,20,2.2284616357669558
Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,0.41,4,281,324,5.379256266693858
Manhattan,Inwood,40.86648,-73.9263,Private room,75,7,0,0.0,2,323,3025,18.34403259898654
Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,0.14,4,362,183,4.386745584813382
Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,0.0,1,0,3025,2.3974976472585325
Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,2.69,1,301,15,6.56584804503126
Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,0.22,4,189,188,5.9735947234899704
Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,3.55,1,0,44,6.0624120674851625
Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,2.27,2,287,12,6.165072865824954
Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,0.16,1,14,188,0.8149043597736219
Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,1.96,2,86,16,2.3658226763546666
Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,2.1,1,261,3,7.708903615252065
Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,0.67,1,68,185,5.609571557889396
Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,0.0,1,0,3025,3.668548455895336
Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,0.15,1,231,187,2.7786365844019225
Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,0.48,1,152,10,4.590145164255144
Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,1.27,1,46,2,5.0567195648804155
Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,0.26,1,364,188,13.942571303713565
Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,0.11,1,246,2259,5.198068419162568
Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,0.57,1,288,8,3.936780761117378
Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,0.15,5,331,9,6.708350885850425
Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,1.31,1,51,14,2.338269935124134
Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,1.11,3,364,16,1.2336960518973312
Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,0.11,1,254,143,4.040166313537872
Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,1.87,1,189,16,12.014107039399171
Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,2.08,2,263,16,4.421887834238006
Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,0.79,2,258,8,3.8184486476554387
Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,0.26,1,103,24,10.4197445657226
Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,0.56,1,42,64,3.6562103619136725
Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,0.93,1,246,17,10.889539432493674
Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,1.05,2,364,14,10.363973743905477
Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,0.68,1,318,368,13.860872479030235
Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,1.25,2,72,15,8.001044058496978
Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,0.32,1,249,26,8.986591840965906
Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,1.34,3,272,12,3.9573813115783003
Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,0.1,1,325,968,4.7088559004130985
Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,1.88,1,298,19,1.1036194932572467
Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,0.55,1,35,28,7.72213282755296
Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,0.49,1,203,10,7.382441510536709
Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1.27,1,132,9,18.35592965600075
Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,0.63,1,5,180,2.577944584372245
Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,0.48,4,297,23,2.6157106726949033
Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,0.43,2,276,46,14.705821636743957
Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,0.42,1,102,22,1.4603851419805138
Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,0.44,1,251,14,1.8964183791507083
Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,0.5,1,188,1883,4.62803109937796
Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,0.35,2,346,188,19.747766302296014
Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,0.39,1,0,144,7.536091212612974
Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,0.36,1,15,23,4.695162412106627
Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,0.6,1,71,16,3.8130726664104375
Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,0.67,2,215,32,3.9728381650856788
Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,0.27,3,253,1322,12.047178664006944
Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,0.31,1,78,2512,10.822685969974382
Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,2.01,1,257,39,9.301408875318831
Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,0.01,1,0,3025,4.903392923383537
Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2.17,2,8,17,4.089296380250452
Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,2.81,1,191,12,1.97798770900655
Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3.97,3,182,11,5.4177582551684305
Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,0.36,28,79,8,5.256159843641634
Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,0.36,1,49,25,5.654911218307635
Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,0.1,1,0,1250,3.240021315768715
Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,0.3,1,156,80,4.8350754019902835
Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,0.76,6,343,100,4.4297438380489345
Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1.81,1,200,5,2.1324660574513317
Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,0.09,28,60,1199,5.246725048377331
Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,0.07,28,60,46,5.113366483148314
Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189,287,4.641863953241496
Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,0.02,28,60,2980,5.296476697393127
Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,0.68,2,0,1026,2.3351861851091695
Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,0.85,2,106,9,2.1590084817080384
Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,2.4,1,276,33,2.2542259636652124
Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1.07,1,248,7,6.081463442726146
Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2.27,1,194,29,7.948306079664991
Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,0.05,1,135,309,3.930195883288779
Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,0.11,1,30,317,3.9673134038606195
Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,0.33,1,0,188,2.4847993278480014
Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,0.14,28,81,12,5.220762560712745
Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,0.05,1,0,352,6.44391573925696
Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,3.88,1,142,13,2.2556116097193275
Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2.22,2,60,16,0.6963466580330148
Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,0.11,5,179,176,6.893952172339843
Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,1.51,2,52,15,1.7262721158390664
Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,0.0,3,365,3025,4.535285025415504
Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,2.26,4,324,11,6.0001223130371635
Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,0.76,2,237,16,6.504956207331572
Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,1.21,2,365,3,9.549112711386233
Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,0.0,1,365,3025,6.671467140984902
Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,3.74,1,204,4,6.63926104266635
Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,1.04,1,272,18,6.180959015284433
Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,0.13,1,0,1086,4.655940313351259
Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,0.07,1,9,195,4.79020900848229
Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,0.11,3,365,32,4.679660213742391
Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,0.01,3,181,2744,3.7802969125853427
Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,0.19,1,189,393,4.11016537006739
Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,1.31,2,0,44,10.561333862790159
Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,0.15,1,189,69,3.9042883577082663
Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,1.37,1,296,22,16.72017332763703
Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,0.45,1,88,1,20.7109436565598
Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,0.99,1,35,11,4.988986133482415
Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,0.31,1,0,130,4.217544110702323
Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,0.46,1,35,554,8.64703709864403
Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,1.76,1,359,13,3.8562290035733597
Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,0.09,28,60,416,5.185420323554868
Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,1.68,2,365,43,2.1285964403337245
Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,0.13,1,335,1387,21.582092311169593
Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,0.16,5,282,185,6.718064575403421
Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,3.83,2,247,13,13.543960549016449
Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,0.87,1,102,23,5.1729037731764995
Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,2.53,3,274,19,4.679574289014599
Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,0.56,1,201,20,7.5968849901183155
Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,0.57,1,98,6,3.864077912941837
Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,0.03,1,157,2380,5.6365029078376185
Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,0.02,1,0,1284,11.25255379841731
Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,0.57,1,312,193,9.265895374610073
Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,1.66,2,331,46,3.6973510624204633
Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2.51,2,275,18,6.249890447586052
Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,1.17,1,174,59,5.196023199118254
Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,0.28,2,223,51,5.479205751342499
Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,211,1,52,0.6,3,361,31,1.1987784975958564
Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,0.4,1,0,288,5.800834191648022
Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,0.35,1,283,38,13.125362424021107
Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,99,1,320,3.23,1,220,16,12.931186293251958
Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,0.32,1,363,23,9.160691515754664
Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,2.27,4,315,15,6.226410328935613
Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,0.96,1,281,409,2.4456642278981624
Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,0.75,1,283,11,7.344513200299398
Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,0.36,1,20,187,3.4937741333858394
Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,0.0,1,0,3025,2.551366140963111
Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,190,4,50,0.51,1,331,7,5.567709733847534
Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,0.31,1,36,16,4.022402405584433
Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,0.23,2,7,1163,4.564275044861599
Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,1.44,2,301,23,11.332968756005831
Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,0.73,1,170,8,1.8578367059610594
Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,0.54,2,307,36,7.0646864097281705
Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,0.94,2,365,51,8.248819453216873
Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,4.1,3,201,2,2.358542067799495
Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,0.03,1,0,1706,10.167804548912594
Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,0.03,1,316,1800,5.035148967679152
Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,1.18,5,271,26,12.311337198568046
Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,165,2,175,1.79,1,139,2,4.7518152858309435
Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,1.21,3,209,8,12.96684346486791
Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,0.25,1,0,560,2.165942337728809
Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,0.15,1,0,1128,5.299888500085192
Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,1.07,1,193,33,4.352264837717812
Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,0.38,1,52,40,4.059434367870629
Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,2.69,2,136,15,8.392336219229566
Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,0.91,2,286,19,3.88887317267124
Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,0.1,1,0,919,3.5873954395184744
Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,0.21,1,18,43,4.7720105140484605
Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,0.21,1,9,366,5.460925737172759
Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,0.73,1,3,159,6.264573801827726
Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,1.55,1,277,4,3.871987323293016
Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,1.18,1,0,775,5.7520744017691845
Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,0.71,1,233,44,2.7794302390789998
Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2.41,1,221,17,3.5825206590088614
Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,0.41,1,355,542,4.847217443470729
Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,0.21,1,0,2107,1.5148999817808515
Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,0.69,1,277,29,1.178003870309272
Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,0.23,1,0,1702,2.708433215341891
Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,0.17,1,343,52,11.139878347401044
Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,0.58,1,0,1281,2.1162717822085972
Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,0.08,1,0,1859,4.246816341743302
Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,0.0,1,0,3025,3.304973523445432
Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,0.08,1,0,368,9.295344119471556
Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,0.72,1,188,73,6.621082201439726
Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,0.76,2,264,23,11.364993353664836
Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,0.19,1,0,2230,1.7590509717794132
Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,0.86,1,331,59,5.462864144438412
Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2.18,1,236,10,10.114778156757405
Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,0.0,1,0,3025,9.177170905639947
Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,2.49,1,309,16,23.755853490529898
Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,0.2,1,0,3,2.0239710947968295
Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,4.34,1,245,6,9.422804447168879
Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,0.09,4,0,210,5.166857556860089
Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,0.0,1,8,3025,4.914445483890058
Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,0.3,1,359,147,2.8130740571148296
Manhattan,Harlem,40.81156,-73.94571,Private room,55,3,119,1.22,5,333,42,12.091126202164924
Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,2.14,3,258,3,11.26927611257512
Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,0.55,3,236,235,7.9587454578883285
Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,1.09,1,22,23,4.552863023749614
Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,1.8,1,236,11,2.3331082432274672
Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,0.42,3,365,427,13.364500109929226
Brooklyn,Williamsburg,40.71624,-73.96272,Entire home/apt,255,45,39,0.5,1,89,68,3.676934442093965
Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,0.91,1,164,23,6.5437420082982864
Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,165,1,27,0.28,4,311,639,7.83397755544634
Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,165,5,117,1.28,1,23,10,3.969597014486889
Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,0.44,2,365,50,5.098761667634545
Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,0.05,1,0,1579,4.518225414976138
Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,4.0,1,222,10,5.356811483672853
Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,0.68,3,238,8,6.7497660968964475
Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,0.41,3,218,15,6.739476521049394
Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,1.79,1,0,6,3.4583604759296627
Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,0.12,1,0,189,7.4588554222824435
Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,1.08,1,235,15,2.893874063977361
Queens,Sunnyside,40.74102,-73.91681,Private room,42,40,41,0.43,3,246,38,8.160601874343836
Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,0.03,1,0,1773,5.468879346615239
Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2.33,1,247,13,14.055396274167853
